Operador,Nota,Nota da Org
•Charley Bernard,10,10
•Pheobe Bevan,10,6
•Khaleesi Richmond,10,10
¶Abbey Hodge,10,7
•Pheobe Bevan,10,8
•Amarah Douglas,10,9
•Mariana Ware,10,7
•Mariana Ware,10,10
•Mariana Ware,10,8
•Ayse Stevens,1,1
•Georgie Wicks,1,1
•Pheobe Bevan,4,6
•Ayse Stevens,8,8
¶Briana Hines,10,8
•Cristiano Bender,10,9
•Cristiano Bender,10,10
•Umaiza Bullock,10,7
•Owen Ruiz,10,8
•Alexandria Murphy,10,8
•Dani Ray,10,10
•Charley Bernard,10,7
•Suzannah Stephenson,10,8
•Cerys Rhodes,10,10
•Abdullahi Edwards,10,10
•Cruz Horton,10,4
•Kwame Castillo,10,1
•Pheobe Bevan,10,8
•Yara Wright,10,5
•Leland Atkinson,10,10
¶Abbey Hodge,10,8
•Khaleesi Richmond,10,1
•Mali Whittington,10,10
•Abdullahi Edwards,10,1
•Charley Bernard,10,10
•Mason Donnelly,10,6
•Yara Wright,10,5
•Szymon Mcdougall,10,6
•Mariana Ware,10,10
•Abdullahi Edwards,1,5
•Pheobe Bevan,10,10
•Georgie Wicks,10,1
•Mason Donnelly,10,8
•Suzannah Stephenson,10,9
•Hebe Byrd,7,5
•Kwame Castillo,10,8
•Bronwen Winter,10,10
•Cerys Rhodes,1,1
•Dani Ray,10,10
•Brodie O'Brien,10,9
•Lennox Fleming,10,4
•Mariana Ware,4,1
•Suzannah Stephenson,10,10
•Kwame Castillo,10,5
¶Briana Hines,7,3
•Amarah Douglas,1,1
¶Brayden Farrow,10,10
•Mason Donnelly,9,10
•Kwame Castillo,10,3
¶Abbey Hodge,10,10
•Mariana Ware,10,7
•Szymon Mcdougall,10,10
•Charley Bernard,10,1
¶Abbey Hodge,10,3
¶Brayden Farrow,10,8
•Brodie O'Brien,10,10
•Murray Obrien,10,6
•Khaleesi Richmond,10,1
•Charley Bernard,10,6
•Lennox Fleming,10,7
•Pheobe Bevan,9,2
•Alexandria Murphy,2,1
•Rikki Kumar,10,10
•Umaiza Bullock,10,10
•Yara Wright,9,4
•Mali Whittington,6,1
•Umaiza Bullock,10,7
•Abdullahi Edwards,10,10
•Alexandria Murphy,8,5
•Cerys Rhodes,10,10
•Lennox Fleming,10,8
•Charley Bernard,10,10
•Georgie Wicks,10,10
•Cerys Rhodes,10,10
•Kwame Castillo,10,9
•Suzannah Stephenson,10,5
•Suzannah Stephenson,9,9
¶Briana Hines,10,9
•Ayse Stevens,10,10
•Charley Bernard,10,10
•Kwame Castillo,10,10
•Mason Donnelly,10,10
•Cristiano Bender,8,8
•Suzannah Stephenson,10,8
•Amarah Douglas,6,1
•Pheobe Bevan,7,1
•Kwame Castillo,10,9
•Mariana Ware,10,9
•Rikki Kumar,10,10
•Dani Ray,9,9
•Khaleesi Richmond,10,7
•Amarah Douglas,1,1
•Cruz Horton,10,6
•Ayse Stevens,10,5
•Mason Donnelly,10,10
•Cristiano Bender,10,10
•Dani Ray,10,10
•Lennox Fleming,8,8
•Amarah Douglas,1,1
•Bronwen Winter,10,9
•Ayse Stevens,8,1
•Charley Bernard,10,1
•Kwame Castillo,1,1
•Mariana Ware,10,10
•Cristiano Bender,10,10
•Kwame Castillo,10,10
•Mariana Ware,10,5
•Brodie O'Brien,10,6
•Mason Donnelly,2,1
•Grady Forster,10,10
•Dani Ray,1,1
¶Abbey Hodge,10,7
•Mason Donnelly,5,5
•Grady Forster,9,9
•Kwame Castillo,1,1
•Dani Ray,10,10
•Grady Forster,9,7
•Murray Obrien,10,7
¶Abbey Hodge,10,9
•Mariana Ware,8,7
•Bronwen Winter,10,5
•Charley Bernard,9,9
•Mason Donnelly,10,7
•Cerys Rhodes,6,6
•Cristiano Bender,1,1
•Rikki Kumar,10,6
•Rikki Kumar,10,10
•Amarah Douglas,9,5
•Ayse Stevens,10,9
•Mariana Ware,10,10
¶Briana Hines,10,10
¶Briana Hines,10,6
•Mariana Ware,10,1
•Grady Forster,8,4
•Mariana Ware,10,8
¶Briana Hines,10,9
•Lennox Fleming,10,1
•Lennox Fleming,10,5
•Cerys Rhodes,10,1
•Mason Donnelly,10,7
•Grady Forster,9,3
¶Abbey Hodge,10,9
•Lennox Fleming,10,1
•Grady Forster,10,1
•Umaiza Bullock,1,1
•Rikki Kumar,10,10
•Pheobe Bevan,1,1
•Mariana Ware,8,7
•Umaiza Bullock,10,10
•Bronwen Winter,10,9
•Mariana Ware,10,6
•Bronwen Winter,10,8
•Charley Bernard,10,10
•Charley Bernard,10,10
•Amarah Douglas,10,10
•Bronwen Winter,10,10
•Dani Ray,8,6
•Bronwen Winter,1,1
•Dani Ray,10,10
•Rikki Kumar,9,8
¶Briana Hines,10,10
•Mason Donnelly,10,10
•Grady Forster,9,4
•Umaiza Bullock,10,1
•Rikki Kumar,10,10
•Cydney Drake,1,1
¶Abbey Hodge,5,1
•Mariana Ware,10,7
•Umaiza Bullock,10,1
•Mariana Ware,10,10
•Bronwen Winter,7,5
•Cydney Drake,1,1
•Dani Ray,10,10
•Dani Ray,10,8
•Dani Ray,1,1
•Amarah Douglas,10,10
•Amarah Douglas,10,5
•Rajveer Paine,10,10
•Rajveer Paine,10,8
•Rose Calderon,10,10
•Rajveer Paine,10,10
•Rajveer Paine,10,6
•Rose Calderon,10,5
•Rajveer Paine,10,1
•Rose Calderon,1,1
•Cydney Drake,10,10
•Rose Calderon,1,10
•Rose Calderon,6,4
•Rajveer Paine,10,7
•Rajveer Paine,9,6
•Cydney Drake,10,10
•Rajveer Paine,10,6
•Cydney Drake,10,10
•Rose Calderon,10,10
•Rajveer Paine,10,9
•Rose Calderon,10,9
•Cydney Drake,9,1
•Cydney Drake,10,8
•Rajveer Paine,10,1
•Cydney Drake,10,6
•Rajveer Paine,9,9
•Rajveer Paine,10,1
•Rajveer Paine,10,10
•Rajveer Paine,10,10
•Rajveer Paine,10,10
•Dionne Compton,10,10
•Dionne Compton,5,3
•Dionne Compton,10,10
•Dionne Compton,10,6
•Harleigh Stone,8,4
•Harleigh Stone,9,1
•Bethan Hills,10,8
•Mea Lee,10,10
•Derek Webber,2,10
•Yara Wright,9,4
•Dionne Compton,10,10
•Adelaide Stafford,10,10
•Dionne Compton,10,10
•Derek Webber,10,10
•Dionne Compton,10,10
•Derek Webber,10,10
•Adelaide Stafford,10,6
•Neha Clemons,10,10
•Mea Lee,10,8
•Mea Lee,10,5
•Lleyton Parkinson,10,10
•Mea Lee,10,3
•Yara Wright,10,10
•Adelaide Stafford,10,10
•Bethan Hills,10,4
¶Poppie Moses,10,6
•Lleyton Parkinson,4,9
•Mea Lee,10,1
•Dionne Compton,10,7
•Jolie Hodson,10,5
•Dawson Clifford,10,10
•Adelaide Stafford,10,7
•Bethan Hills,10,10
•Derek Webber,10,10
•Dawson Clifford,10,5
•Khaleesi Richmond,10,10
•Dawson Clifford,10,6
•Braxton Cuevas,10,9
•Adelaide Stafford,10,10
•Christina Mcintyre,10,1
•Dionne Compton,10,8
•Braxton Cuevas,10,10
•Maciej Maddox,10,9
¶Poppie Moses,10,6
•Harleigh Stone,10,10
•Jolie Hodson,9,7
•Khaleesi Richmond,1,1
•Yara Wright,10,7
•Yara Wright,1,1
•Harleigh Stone,10,5
•Jolie Hodson,10,8
•Bethan Hills,10,10
•Braxton Cuevas,1,1
•Christina Mcintyre,1,1
•Bethan Hills,10,8
•Neha Clemons,10,10
•Bethan Hills,9,8
•Derek Webber,10,10
•Yara Wright,7,5
•Lleyton Parkinson,10,6
•Jolie Hodson,10,5
¶Poppie Moses,10,10
•Kwame Castillo,10,10
•Mea Lee,10,5
•Christina Mcintyre,10,10
¶Poppie Moses,10,10
•Bethan Hills,10,10
•Maciej Maddox,10,1
•Brodie O'Brien,5,5
•Kwame Castillo,10,10
•Cody Whittle,10,9
•Jolie Hodson,10,10
•Adelaide Stafford,10,10
•Brodie O'Brien,10,10
•Cody Whittle,10,6
•Neha Clemons,10,6
•Adelaide Stafford,10,7
•Adelaide Stafford,10,10
•Khaleesi Richmond,10,10
•Harleigh Stone,10,8
•Harleigh Stone,10,8
•Brodie O'Brien,10,10
•Yara Wright,4,1
•Bethan Hills,10,9
•Braxton Cuevas,10,10
•Christina Mcintyre,10,10
•Derek Webber,10,3
•Khaleesi Richmond,10,10
•Braxton Cuevas,10,7
•Neha Clemons,10,10
•Mea Lee,10,10
•Simon Woods,10,10
•Bethan Hills,10,10
•Todd Wooten,10,10
•Kwame Castillo,10,7
•Braxton Cuevas,10,5
•Bronwen Winter,8,1
•Khaleesi Richmond,8,1
•Adelaide Stafford,10,4
•Bronwen Winter,8,1
•Adelaide Stafford,10,9
•Braxton Cuevas,10,10
•Yara Wright,10,10
•Kwame Castillo,10,10
•Taliyah Soto,10,8
•Christina Mcintyre,10,8
•Dawson Clifford,10,5
•Braxton Cuevas,9,3
•Taliyah Soto,10,10
¶Poppie Moses,10,10
•Dawson Clifford,10,10
•Kwame Castillo,9,8
•Taliyah Soto,10,8
•Braxton Cuevas,8,8
•Mea Lee,10,5
•Dawson Clifford,10,10
•Todd Wooten,6,1
•Neha Clemons,10,7
•Alexandria Murphy,7,7
•Derek Webber,10,10
¶Poppie Moses,10,10
•Mea Lee,10,10
•Simon Woods,9,7
•Adelaide Stafford,10,10
•Maciej Maddox,10,10
¶Poppie Moses,9,9
•Brodie O'Brien,10,6
•Hari Waters,10,4
•Neha Clemons,10,1
•Jolie Hodson,6,8
•Khaleesi Richmond,9,7
•Todd Wooten,10,10
•Mea Lee,10,7
•Dionne Compton,10,5
•Alexandria Murphy,10,1
•Adelaide Stafford,10,10
•Hari Waters,10,4
•Alexandria Murphy,10,1
•Braxton Cuevas,10,10
•Todd Wooten,10,8
•Mea Lee,10,10
•Dawson Clifford,10,3
•Cody Whittle,10,9
•Harleigh Stone,10,10
•Maciej Maddox,10,10
•Derek Webber,10,10
•Christina Mcintyre,10,10
•Harleigh Stone,10,10
•Khaleesi Richmond,10,10
•Bethan Hills,10,7
•Alexandria Murphy,10,10
•Taliyah Soto,7,1
•Bethan Hills,10,10
•Harleigh Stone,10,7
•Kwame Castillo,9,1
•Harleigh Stone,10,6
•Alexandria Murphy,10,10
•Neha Clemons,10,10
•Khaleesi Richmond,10,8
•Dionne Compton,1,3
•Christina Mcintyre,10,5
•Jolie Hodson,10,10
¶Poppie Moses,10,6
•Simon Woods,10,10
•Christina Mcintyre,10,8
•Bethan Hills,10,9
•Braxton Cuevas,10,9
•Maciej Maddox,10,10
•Jolie Hodson,10,10
•Bronwen Winter,10,1
•Bronwen Winter,10,10
•Taliyah Soto,9,3
•Brodie O'Brien,10,10
¶Ammaar Terrell,10,5
•Alexandria Murphy,8,7
•Mea Lee,10,8
•Lleyton Parkinson,10,7
•Lleyton Parkinson,10,1
•Bronwen Winter,9,10
•Hari Waters,10,5
•Braxton Cuevas,1,1
•Derek Webber,10,1
•Derek Webber,10,9
•Taliyah Soto,10,10
•Taliyah Soto,5,4
•Bronwen Winter,9,7
•Maciej Maddox,6,6
•Brodie O'Brien,10,10
•Kwame Castillo,10,10
•Maciej Maddox,10,6
•Lleyton Parkinson,1,10
•Yara Wright,10,10
•Kwame Castillo,10,10
•Taliyah Soto,10,10
•Khaleesi Richmond,10,2
•Dawson Clifford,10,10
•Lleyton Parkinson,10,10
•Hari Waters,10,1
•Neha Clemons,10,3
•Khaleesi Richmond,10,8
•Dawson Clifford,10,7
•Brodie O'Brien,10,8
•Kwame Castillo,7,6
•Neha Clemons,10,10
•Christina Mcintyre,10,5
•Maciej Maddox,10,10
•Neha Clemons,8,1
•Brodie O'Brien,10,10
•Todd Wooten,9,5
•Adelaide Stafford,1,1
•Jolie Hodson,9,9
•Bronwen Winter,3,3
•Adelaide Stafford,8,7
•Christina Mcintyre,10,9
•Brodie O'Brien,10,10
•Murray Obrien,10,10
•Hari Waters,10,10
•Maciej Maddox,10,9
•Derek Webber,2,1
•Todd Wooten,10,8
•Adelaide Stafford,7,9
•Taliyah Soto,5,1
•Taliyah Soto,7,5
•Hari Waters,8,8
•Bronwen Winter,10,10
•Neha Clemons,10,3
•Todd Wooten,10,10
•Simon Woods,10,9
•Todd Wooten,10,8
•Alexandria Murphy,10,10
•Taliyah Soto,10,6
•Murray Obrien,10,10
•Brodie O'Brien,10,10
•Murray Obrien,10,5
•Bronwen Winter,1,3
•Braxton Cuevas,9,8
•Simon Woods,10,10
•Murray Obrien,8,5
•Miah Welch,10,10
•Simon Woods,10,10
¶Poppie Moses,10,7
•Taliyah Soto,10,2
•Hari Waters,1,1
•Hebe Byrd,10,5
•Murray Obrien,10,10
•Kwame Castillo,10,7
•Conrad Haney,10,10
•Bronwen Winter,10,9
•Kwame Castillo,10,5
•Hari Waters,1,1
•Bronwen Winter,10,10
•Miah Welch,10,10
•Miah Welch,10,1
•Simon Woods,1,1
•Murray Obrien,1,1
•Kwame Castillo,9,1
•Christina Mcintyre,10,9
•Miah Welch,10,10
•Kwame Castillo,10,8
•Miah Welch,9,7
•Owen Ruiz,10,10
•Asha Reese,8,9
•Khaleesi Richmond,10,10
•Conrad Haney,10,3
•Christina Mcintyre,10,8
•Kwame Castillo,10,4
•Dawson Clifford,10,8
•Murray Obrien,10,6
•Conrad Haney,10,8
•Hebe Byrd,10,8
•Asha Reese,10,10
•Todd Wooten,10,7
•Hari Waters,10,8
•Amelia-PLily Hayden,10,6
•Cody Whittle,8,6
•Conrad Haney,10,8
•Amelia-PLily Hayden,10,1
•Asha Reese,10,10
•Conrad Haney,10,10
•Cruz Horton,10,6
•Kwame Castillo,8,6
•Conrad Haney,10,10
•Todd Wooten,10,7
•Miah Welch,10,9
•Hari Waters,8,7
•Taliyah Soto,10,8
•Owen Ruiz,10,7
•Khaleesi Richmond,10,5
¶Sanjay Barnard,10,7
•Khaleesi Richmond,10,10
•Hari Waters,9,1
¶Sanjay Barnard,8,1
•Khaleesi Richmond,10,9
•Murray Obrien,4,4
•Hebe Byrd,10,10
•Murray Obrien,10,10
•Taliyah Soto,10,10
•Khaleesi Richmond,9,5
•Miah Welch,10,7
•Asha Reese,1,1
•Taliyah Soto,10,4
•Hebe Byrd,10,10
¶Brayden Farrow,10,8
¶Sanjay Barnard,10,10
•Hebe Byrd,7,8
¶Ammaar Terrell,10,7
•Murray Obrien,10,10
•Cruz Horton,10,3
•Murray Obrien,8,3
•Khaleesi Richmond,10,10
•Miah Welch,10,10
•Asha Reese,10,8
•Kwame Castillo,10,4
•Amelia-PLily Hayden,10,7
•Miah Welch,10,10
¶Brayden Farrow,9,1
•Conrad Haney,9,8
•Conrad Haney,10,10
•Conrad Haney,10,7
•Amelia-PLily Hayden,2,1
•Owen Ruiz,10,10
•Conrad Haney,10,10
¶Sanjay Barnard,5,4
•Amelia-PLily Hayden,10,10
•Khaleesi Richmond,10,8
•Szymon Mcdougall,9,9
¶Sanjay Barnard,10,10
¶Brayden Farrow,6,5
•Szymon Mcdougall,10,10
•Hebe Byrd,10,5
•Cristiano Bender,9,9
•Cristiano Bender,10,10
•Owen Ruiz,10,6
•Kwame Castillo,10,5
•Cruz Horton,1,1
•Khaleesi Richmond,10,10
•Bronwen Winter,10,9
•Cristiano Bender,10,10
•Miah Welch,10,10
•Cristiano Bender,9,7
•Miah Welch,10,7
•Miah Welch,9,9
•Pheobe Bevan,10,10
•Khaleesi Richmond,10,9
•Grady Forster,10,4
•Conrad Haney,10,10
•Grady Forster,10,7
•Amelia-PLily Hayden,5,5
•Alanah Fowler,10,8
•Alanah Fowler,10,1
•Murray Obrien,10,6
•Asha Reese,10,10
•Kwame Castillo,9,9
•Pheobe Bevan,10,6
•Charley Bernard,10,1
•Murray Obrien,10,10
•Khaleesi Richmond,10,10
¶Brayden Farrow,10,8
¶Briana Hines,10,8
•Szymon Mcdougall,10,10
•Grady Forster,1,1
•Cruz Horton,10,10
•Owen Ruiz,1,1
•Owen Ruiz,1,1
•Alanah Fowler,10,10
•Asha Reese,9,9
•Cruz Horton,10,1
•Grady Forster,10,8
•Cristiano Bender,9,7
•Mariana Ware,10,10
•Cristiano Bender,1,1
•Alanah Fowler,5,5
•Mariana Ware,10,10
•Cristiano Bender,10,10
•Mariana Ware,10,10
•Pheobe Bevan,8,7
•Amelia-PLily Hayden,10,10
•Katherine Stuart,10,10
•Murray Obrien,8,9
•Cristiano Bender,10,8
¶Briana Hines,10,10
•Katherine Stuart,10,5
•Shani Cantu,10,7
•Pheobe Bevan,10,10
•Hebe Byrd,9,9
•Mariana Ware,9,7
•Katherine Stuart,1,1
•Alanah Fowler,10,10
•Grady Forster,10,6
•Charley Bernard,10,1
•Grady Forster,10,3
•Mariana Ware,10,10
¶Sanjay Barnard,9,8
•Charley Bernard,10,10
•Szymon Mcdougall,9,1
•Mariana Ware,10,10
•Amelia-PLily Hayden,9,7
¶Sanjay Barnard,10,6
¶Brayden Farrow,10,9
•Grady Forster,10,7
•Pheobe Bevan,8,5
•Pheobe Bevan,10,8
¶Briana Hines,10,10
•Charley Bernard,10,6
•Dani Ray,10,10
•Dani Ray,9,1
•Alanah Fowler,10,10
•Kwame Castillo,5,1
•Shani Cantu,10,9
•Shani Cantu,10,10
•Cristiano Bender,10,10
•Dani Ray,10,10
•Cristiano Bender,7,3
•Cruz Horton,1,9
•Grady Forster,10,3
•Mariana Ware,10,5
¶Brayden Farrow,10,1
•Cruz Horton,9,9
•Shani Cantu,10,10
•Mariana Ware,10,8
•Amelia-PLily Hayden,9,8
¶Briana Hines,10,1
•Alanah Fowler,10,5
¶Brayden Farrow,10,9
•Mariana Ware,10,2
¶Sanjay Barnard,9,7
•Bronwen Winter,10,5
•Bronwen Winter,10,1
¶Briana Hines,10,9
•Owen Ruiz,10,10
•Katherine Stuart,10,9
•Szymon Mcdougall,9,5
•Shani Cantu,10,3
•Pheobe Bevan,1,1
•Alanah Fowler,10,10
•Alanah Fowler,4,4
•Amarah Douglas,10,9
¶Sanjay Barnard,8,8
•Shani Cantu,10,10
•Cruz Horton,10,10
•Cruz Horton,9,7
•Katherine Stuart,10,8
•Bronwen Winter,10,5
•Asha Reese,10,8
•Charley Bernard,10,10
•Charley Bernard,10,6
•Shani Cantu,10,10
•Charley Bernard,8,4
•Cruz Horton,10,6
•Shani Cantu,10,6
•Mariana Ware,10,10
•Pheobe Bevan,10,5
•Kwame Castillo,10,9
•Asha Reese,10,3
•Mariana Ware,10,10
•Cristiano Bender,10,6
•Asha Reese,10,7
•Cruz Horton,10,10
•Amelia-PLily Hayden,10,8
•Cristiano Bender,10,8
•Charley Bernard,10,10
•Mariana Ware,10,8
•Bronwen Winter,10,10
•Cristiano Bender,10,10
•Charley Bernard,10,10
•Shani Cantu,10,10
•Cristiano Bender,10,10
•Kwame Castillo,10,10
•Bronwen Winter,10,10
•Charley Bernard,10,6
¶Briana Hines,10,10
¶Sanjay Barnard,10,10
•Grady Forster,10,10
¶Sanjay Barnard,10,10
•Dani Ray,5,4
•Alanah Fowler,10,10
•Amarah Douglas,10,10
•Charley Bernard,10,1
¶Sanjay Barnard,10,10
•Pheobe Bevan,10,9
•Amarah Douglas,9,9
•Pheobe Bevan,10,9
•Kwame Castillo,8,1
•Charley Bernard,10,4
•Amarah Douglas,10,10
•Bronwen Winter,9,8
•Pheobe Bevan,10,1
•Amarah Douglas,10,1
•Charley Bernard,10,1
•Katherine Stuart,10,5
¶Briana Hines,10,8
•Katherine Stuart,10,10
•Grady Forster,10,10
•Dani Ray,10,10
•Mariana Ware,7,7
•Bronwen Winter,10,1
•Shani Cantu,10,4
•Dani Ray,10,8
•Amarah Douglas,10,1
¶Briana Hines,8,8
•Bronwen Winter,10,6
•Charley Bernard,10,10
•Cydney Drake,10,7
•Cydney Drake,10,4
•Grady Forster,10,7
•Katherine Stuart,10,10
•Katherine Stuart,10,5
•Dani Ray,10,8
•Bronwen Winter,10,10
•Dani Ray,10,10
•Cydney Drake,1,1
•Cydney Drake,7,4
•Shani Cantu,1,1
•Rajveer Paine,10,6
•Rajveer Paine,1,1
•Rajveer Paine,10,1
•Amarah Douglas,10,10
•Rajveer Paine,10,10
•Cydney Drake,10,10
•Rajveer Paine,10,1
•Rajveer Paine,1,1
•Cydney Drake,10,10
•Jake Cote,10,2
•Jake Cote,10,10
•Rajveer Paine,10,3
•Cydney Drake,10,8
•Jake Cote,10,6
•Jake Cote,10,10
•Rajveer Paine,10,10
•Jake Cote,10,10
•Rajveer Paine,10,8
•Rajveer Paine,10,10
•Cydney Drake,10,5
•Jake Cote,10,1
•Cydney Drake,10,10
•Cydney Drake,10,5
•Cydney Drake,10,6
•Rajveer Paine,10,10
•Rajveer Paine,10,7
•Rajveer Paine,10,10
•Rajveer Paine,10,7
•Rajveer Paine,10,10
•Jake Cote,10,10
•Trinity Alvarado,10,9
•Trinity Alvarado,9,8
•Trinity Alvarado,10,10
•Mariyam Mcgill,2,4
•Harleigh Stone,10,8
•Derek Webber,10,10
•Harleigh Stone,10,10
•Mariyam Mcgill,9,7
•Derek Webber,10,1
•Trinity Alvarado,10,10
•Derek Webber,10,10
•Derek Webber,10,7
•Mea Lee,10,5
•Derek Webber,10,10
•Dawson Clifford,10,10
•Harleigh Stone,10,10
•Yara Wright,10,10
•Lily Conway,10,4
•Mea Lee,10,5
•Dawson Clifford,10,10
•Mariyam Mcgill,10,5
•Mea Lee,10,10
•Lily Conway,9,5
•Trinity Alvarado,10,5
•Yara Wright,7,3
•Jem Davey,10,8
¶Ned Hamilton,10,10
•Lleyton Parkinson,9,7
•Bethan Hills,10,10
•Trinity Alvarado,10,10
•Harleigh Stone,3,5
•Bethan Hills,10,10
•Lily Conway,8,8
•Trinity Alvarado,10,10
•Derek Webber,10,8
•Lily Conway,8,7
•Trinity Alvarado,10,10
•Harleigh Stone,10,10
•Tasnia Sharma,10,10
•Jolene Mcgowan,9,7
•Jem Davey,10,10
•Derek Webber,10,10
•Trinity Alvarado,7,1
•Simon Woods,10,10
•Harleigh Stone,10,8
•Derek Webber,6,6
•Mea Lee,10,10
•Roman Oconnell,9,1
•Mea Lee,10,10
¶Ned Hamilton,8,1
•Derek Webber,10,8
•Jolene Mcgowan,10,5
•Yara Wright,3,4
•Derek Webber,10,10
•Tasnia Sharma,10,10
•Lleyton Parkinson,1,4
•Yara Wright,10,8
•Lennox Fleming,10,8
•Simon Woods,10,8
•Trinity Alvarado,8,2
¶Ned Hamilton,9,1
•Derek Webber,10,10
•Roman Oconnell,10,4
¶Ned Hamilton,5,3
•Trinity Alvarado,10,10
•Mea Lee,10,10
•Jem Davey,5,3
•Derek Webber,10,8
•Lennox Fleming,10,5
•Simon Woods,10,8
•Trinity Alvarado,10,7
•Yara Wright,10,10
•Hari Waters,10,10
•Derek Webber,10,10
•Simon Woods,8,6
•Dawson Clifford,8,7
•Roman Oconnell,10,1
•Mea Lee,10,6
•Roman Oconnell,10,10
•Mariyam Mcgill,10,7
•Yara Wright,10,10
•Derek Webber,10,10
•Derek Webber,10,10
•Ellie Glover,10,8
•Mariyam Mcgill,10,10
¶Ammaar Terrell,10,5
•Trinity Alvarado,10,3
•Trinity Alvarado,10,9
•Lleyton Parkinson,1,1
•Mariyam Mcgill,10,10
•Ellie Glover,8,8
•Lleyton Parkinson,9,2
•Mariyam Mcgill,10,10
•Bethan Hills,9,10
•Harleigh Stone,3,1
•Tasnia Sharma,8,1
•Simon Woods,10,10
•Harleigh Stone,10,10
•Derek Webber,10,8
•Bethan Hills,10,7
•Lily Conway,10,10
•Derek Webber,9,9
¶Ned Hamilton,10,7
•Lennox Fleming,10,7
•Hari Waters,10,10
•Jolene Mcgowan,3,2
•Lleyton Parkinson,10,9
•Ellie Glover,9,9
•Roman Oconnell,10,7
•Mariyam Mcgill,10,10
•Dawson Clifford,10,10
•Bethan Hills,6,3
•Dawson Clifford,10,10
•Yara Wright,9,7
•Jolene Mcgowan,10,5
•Mariyam Mcgill,10,10
•Hari Waters,1,1
•Harleigh Stone,10,10
¶Ammaar Terrell,10,8
•Bethan Hills,10,10
•Jolene Mcgowan,10,10
•Jolene Mcgowan,10,5
•Lennox Fleming,10,10
•Tasnia Sharma,5,5
•Bethan Hills,1,1
•Hari Waters,10,8
¶Ned Hamilton,9,9
•Jem Davey,10,10
•Lennox Fleming,10,10
•Tasnia Sharma,1,1
•Yara Wright,9,3
•Roman Oconnell,7,1
•Bethan Hills,10,9
•Simon Woods,10,10
•Hari Waters,10,5
•Trinity Alvarado,10,8
•Yara Wright,10,10
•Dawson Clifford,9,9
•Jolene Mcgowan,10,8
•Lennox Fleming,6,5
•Jolene Mcgowan,10,5
•Lily Conway,10,7
•Jolene Mcgowan,10,10
•Mariyam Mcgill,10,10
•Derek Webber,10,10
•Derek Webber,10,8
•Roman Oconnell,10,10
¶Ned Hamilton,10,8
•Derek Webber,10,10
•Jolene Mcgowan,10,10
•Jem Davey,10,10
•Yara Wright,10,10
•Ellie Glover,10,10
•Jem Davey,10,9
•Bethan Hills,9,9
•Yara Wright,10,7
•Tasnia Sharma,10,10
•Simon Woods,10,10
•Roman Oconnell,10,10
•Ellie Glover,9,8
¶Ammaar Terrell,10,9
•Hari Waters,10,10
•Lennox Fleming,10,6
•Mali Whittington,10,6
•Jem Davey,10,9
•Hari Waters,10,10
•Jolene Mcgowan,10,5
¶Ammaar Terrell,1,5
•Hari Waters,10,10
•Mali Whittington,10,1
•Mali Whittington,10,8
•Tasnia Sharma,10,10
•Roman Oconnell,10,10
•Hari Waters,10,7
•Miah Welch,10,10
•Mariyam Mcgill,10,10
•Jem Davey,10,10
•Hari Waters,10,10
•Amelia-PLily Hayden,10,10
•Dawson Clifford,10,10
•Miah Welch,10,10
•Suzannah Stephenson,10,8
•Mariyam Mcgill,10,10
•Ellie Glover,10,5
•Jem Davey,10,1
•Mali Whittington,10,9
•Lennox Fleming,10,9
•Suzannah Stephenson,10,10
•Hari Waters,5,5
•Lennox Fleming,10,10
•Amelia-PLily Hayden,5,5
•Asha Reese,10,9
•Miah Welch,10,10
•Lennox Fleming,8,5
•Jolene Mcgowan,5,5
•Suzannah Stephenson,10,10
•Leland Atkinson,1,10
•Mali Whittington,10,8
•Asha Reese,10,10
•Jolene Mcgowan,9,7
•Amelia-PLily Hayden,10,3
•Hari Waters,1,1
•Mariyam Mcgill,9,9
•Abdullahi Edwards,7,7
•Suzannah Stephenson,10,7
•Amelia-PLily Hayden,8,6
•Jem Davey,8,3
•Mariyam Mcgill,10,10
•Suzannah Stephenson,8,7
•Yara Wright,10,10
•Miah Welch,5,1
•Simon Woods,10,8
•Abdullahi Edwards,10,10
•Hari Waters,10,1
•Miah Welch,10,10
•Ayse Stevens,10,6
•Jolene Mcgowan,9,9
•Yara Wright,10,1
•Abdullahi Edwards,10,1
•Ayse Stevens,8,1
¶Sanjay Barnard,1,10
•Yara Wright,1,8
•Simon Woods,1,10
•Leland Atkinson,1,10
•Roman Oconnell,10,5
•Ayse Stevens,10,8
•Ellie Glover,1,10
•Simon Woods,10,8
•Ellie Glover,10,5
•Lennox Fleming,9,9
•Jem Davey,10,1
•Lennox Fleming,10,10
•Suzannah Stephenson,8,7
•Mariyam Mcgill,10,5
•Mali Whittington,10,10
•Mariyam Mcgill,10,8
•Ayse Stevens,1,10
•Mariyam Mcgill,10,3
•Mariyam Mcgill,7,1
¶Sanjay Barnard,10,8
•Suzannah Stephenson,10,8
¶Sanjay Barnard,10,9
•Mali Whittington,10,10
•Amelia-PLily Hayden,1,1
•Amelia-PLily Hayden,10,1
•Mali Whittington,10,10
•Jem Davey,10,7
•Jem Davey,10,10
•Miah Welch,9,8
•Abdullahi Edwards,10,7
•Abdullahi Edwards,10,6
•Abdullahi Edwards,5,1
•Ayse Stevens,10,1
•Amelia-PLily Hayden,10,7
•Rikki Kumar,10,10
